,Item serial Id,Serial,Cost Center,Cost of sales type,Input date,Price,Recovery,Month,Owner,Dept,S.Dept,S.Unit,Type,Year,jdate,month,year,month year
11152,210138410,2F988681,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010624,1445000,0,140106,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-06-24 00:00:00,6,1401,1401-6
11153,211982444,42BA99DF,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010628,11882477,0,140106,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-06-28 00:00:00,6,1401,1401-6
11154,213290128,81DB590E,Commercial - Retail return - Retail return - Retail return - DAMAGED,Open Box,14010706,1650000,0,140107,Commercial,Retail return,Retail return,Retail return,DAMAGED,1401,1401-07-06 00:00:00,7,1401,1401-7
11155,217243593,8D50D48C,Commercial - Retail return - Retail return - Retail return - DAMAGED,Open Box,14010726,6111000,0,140107,Commercial,Retail return,Retail return,Retail return,DAMAGED,1401,1401-07-26 00:00:00,7,1401,1401-7
11156,245312214,E28E806A,Commercial - Retail return - Retail return - Retail return - DAMAGED,Open Box,14010729,3640000,0,140107,Commercial,Retail return,Retail return,Retail return,DAMAGED,1401,1401-07-29 00:00:00,7,1401,1401-7
11157,247043742,CEACC6E7,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010422,6265000,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-22 00:00:00,4,1401,1401-4
11158,253798627,2F4649D0,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010603,1556422,0,140106,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-06-03 00:00:00,6,1401,1401-6
11159,287364928,3A56E27A,Commercial - Retail return - Retail return - Retail return - DAMAGED,Open Box,14010709,6147250,0,140107,Commercial,Retail return,Retail return,Retail return,DAMAGED,1401,1401-07-09 00:00:00,7,1401,1401-7
11160,287425750,86225652,Commercial - Retail return - Retail return - Retail return - DAMAGED,Open Box,14010707,5963750,0,140107,Commercial,Retail return,Retail return,Retail return,DAMAGED,1401,1401-07-07 00:00:00,7,1401,1401-7
11161,295684000,0C9164A9,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010430,4720183,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-30 00:00:00,4,1401,1401-4
11162,295688507,65227821,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010423,3275229,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-23 00:00:00,4,1401,1401-4
11163,295688520,524A4825,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010430,3275229,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-30 00:00:00,4,1401,1401-4
11164,295688534,07105CC0,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010509,3275229,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-09 00:00:00,5,1401,1401-5
11165,295688543,08AAA828,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010430,3275229,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-30 00:00:00,4,1401,1401-4
11166,295727812,EB5D0733,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010626,5495000,0,140106,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-06-26 00:00:00,6,1401,1401-6
11167,296268576,2000153236281,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010423,43119266,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-23 00:00:00,4,1401,1401-4
11168,300830803,3E7EF4AA,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010422,2373394,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-22 00:00:00,4,1401,1401-4
11169,303208952,B08A316A,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010613,8715000,0,140106,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-06-13 00:00:00,6,1401,1401-6
11170,310956865,69F27182,Commercial - Retail return - Retail return - Retail return - DAMAGED,Open Box,14010730,12593000,0,140107,Commercial,Retail return,Retail return,Retail return,DAMAGED,1401,1401-07-30 00:00:00,7,1401,1401-7
11171,314102219,E97F632C,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010509,5000000,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-09 00:00:00,5,1401,1401-5
11172,315025434,6DA44082,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010614,2095000,0,140106,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-06-14 00:00:00,6,1401,1401-6
11173,334267538,0FEE2B2C,Commercial - Retail return - Retail return - Retail return - DAMAGED,Open Box,14010709,3566055,0,140107,Commercial,Retail return,Retail return,Retail return,DAMAGED,1401,1401-07-09 00:00:00,7,1401,1401-7
11174,341039855,02A09D61,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010628,1784404,0,140106,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-06-28 00:00:00,6,1401,1401-6
11175,345330549,1BAD2AC5,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010422,6623610,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-22 00:00:00,4,1401,1401-4
11176,345785264,E45A5765,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010504,7840350,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-04 00:00:00,5,1401,1401-5
11177,354563606,5CD1331YKX,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010526,203669725,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-26 00:00:00,5,1401,1401-5
11178,356140501,77F10D9C,Commercial - Retail return - Retail return - Retail return - DAMAGED,Open Box,14010710,8480000,0,140107,Commercial,Retail return,Retail return,Retail return,DAMAGED,1401,1401-07-10 00:00:00,7,1401,1401-7
11179,357423769,50592E6F,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010530,2477064,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-30 00:00:00,5,1401,1401-5
11180,360140902,7B2D3033,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010423,5055000,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-23 00:00:00,4,1401,1401-4
11181,361141959,72A5CD56,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010422,835000,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-22 00:00:00,4,1401,1401-4
11182,363794808,9B36B04F,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010607,4000000,0,140106,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-06-07 00:00:00,6,1401,1401-6
11183,366467539,95C8343D,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010510,1094500,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-10 00:00:00,5,1401,1401-5
11184,369158691,FDF3114E,Commercial - Retail return - Retail return - Retail return - DAMAGED,Open Box,14010712,4000000,0,140107,Commercial,Retail return,Retail return,Retail return,DAMAGED,1401,1401-07-12 00:00:00,7,1401,1401-7
11185,369161562,034411D3,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010504,4000000,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-04 00:00:00,5,1401,1401-5
11186,369622412,SPF24GLG4,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010603,105504589,0,140106,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-06-03 00:00:00,6,1401,1401-6
11187,372498480,C4AAB48E,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010529,2375000,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-29 00:00:00,5,1401,1401-5
11188,372591166,4C18BF6F,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010511,717000,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-11 00:00:00,5,1401,1401-5
11189,373576782,1692D628,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010627,1200000,0,140106,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-06-27 00:00:00,6,1401,1401-6
11190,377295492,C04B9F8A,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010610,2235000,0,140106,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-06-10 00:00:00,6,1401,1401-6
11191,377738794,A6274A20,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010509,1075000,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-09 00:00:00,5,1401,1401-5
11192,378742415,K2110N0231492,Commercial -Retail return -Retail return -Retail return -DAMAGED,Open Box,14010422,458715597,0,140104,Commercial,Retail return,Retail return,Retail return,DAMAGED,1401,1401-04-22 00:00:00,4,1401,1401-4
11193,378824920,CE58EE48,Commercial - Retail return - Retail return - Retail return - DAMAGED,Open Box,14010710,2350000,0,140107,Commercial,Retail return,Retail return,Retail return,DAMAGED,1401,1401-07-10 00:00:00,7,1401,1401-7
11194,379527802,2B7BCA96,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010603,1782000,0,140106,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-06-03 00:00:00,6,1401,1401-6
11195,380472039,0D38132F,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010620,980000,0,140106,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-06-20 00:00:00,6,1401,1401-6
11196,382332305,F8E9F821,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010529,1980000,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-29 00:00:00,5,1401,1401-5
11197,390594649,D7CD1D11,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010520,2860183,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-20 00:00:00,5,1401,1401-5
11198,391528290,18D35E59,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010614,2780000,0,140106,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-06-14 00:00:00,6,1401,1401-6
11199,391650469,1A75A000,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010421,9000000,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-21 00:00:00,4,1401,1401-4
11200,392675152,7C4F2DB8,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010628,4500000,0,140106,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-06-28 00:00:00,6,1401,1401-6
11201,393235676,BF438AE9,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010421,5045871,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-21 00:00:00,4,1401,1401-4
11202,393384944,48BA638B,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010527,615596,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-27 00:00:00,5,1401,1401-5
11203,393384945,FE7D5EC7,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010421,615596,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-21 00:00:00,4,1401,1401-4
11204,393385054,1824313E,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010607,615596,0,140106,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-06-07 00:00:00,6,1401,1401-6
11205,393418320,8E8D8AD9,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010530,625688,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-30 00:00:00,5,1401,1401-5
11206,393418661,7B0F19AD,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010530,625688,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-30 00:00:00,5,1401,1401-5
11207,393418887,4C27C54D,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010530,625688,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-30 00:00:00,5,1401,1401-5
11208,393425790,C277F65F,Commercial - Retail return - Retail return - Retail return - DAMAGED,Open Box,14010709,1715596,0,140107,Commercial,Retail return,Retail return,Retail return,DAMAGED,1401,1401-07-09 00:00:00,7,1401,1401-7
11209,393425802,244342B2,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010605,1715596,0,140106,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-06-05 00:00:00,6,1401,1401-6
11210,393425823,E962D53C,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010530,1715596,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-30 00:00:00,5,1401,1401-5
11211,394354567,2F7D0EAC,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010611,4032000,0,140106,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-06-11 00:00:00,6,1401,1401-6
11212,394490381,4EAD973D,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010511,3348600,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-11 00:00:00,5,1401,1401-5
11213,394616375,CD5B5053,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010631,5800000,0,140106,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-06-31 00:00:00,6,1401,1401-6
11214,394716326,EDB1A03E,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010523,5750000,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-23 00:00:00,5,1401,1401-5
11215,394902943,3431400C,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010527,1105000,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-27 00:00:00,5,1401,1401-5
11216,398970325,8A4EA4F8,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010429,3580000,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-29 00:00:00,4,1401,1401-4
11217,401837838,EE31AA75,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010422,1672860,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-22 00:00:00,4,1401,1401-4
11218,401856507,C535FE6A,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010425,4800000,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-25 00:00:00,4,1401,1401-4
11219,401995993,2000140098699,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010616,8271559,0,140106,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-06-16 00:00:00,6,1401,1401-6
11220,401996002,2000140261984,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010615,8271559,0,140106,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-06-15 00:00:00,6,1401,1401-6
11221,402101664,132BA633,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010421,1962000,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-21 00:00:00,4,1401,1401-4
11222,403877698,2000215139646,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010518,64220200,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-18 00:00:00,5,1401,1401-5
11223,404394644,8EAB4B14,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010425,4800000,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-25 00:00:00,4,1401,1401-4
11224,404730944,F95D4F9B,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010427,11000000,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-27 00:00:00,4,1401,1401-4
11225,405275907,2000252106827,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010430,58715596,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-30 00:00:00,4,1401,1401-4
11226,406081532,359952646474303,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010429,15412845,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-29 00:00:00,4,1401,1401-4
11227,406082345,6E6CDB6F,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010430,17200000,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-30 00:00:00,4,1401,1401-4
11228,406086021,079AC5D8,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010427,16800000,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-27 00:00:00,4,1401,1401-4
11229,406191939,2000213474096,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010613,8490000,0,140106,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-06-13 00:00:00,6,1401,1401-6
11230,407417496,2000206694772,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010422,5766955,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-22 00:00:00,4,1401,1401-4
11231,407417513,2000222525402,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010524,5766955,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-24 00:00:00,5,1401,1401-5
11232,407716275,C80355D1,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010430,2090000,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-30 00:00:00,4,1401,1401-4
11233,408043878,83C47CCC,Commercial - Retail return - Retail return - Retail return - DAMAGED,Open Box,14010710,9000000,0,140107,Commercial,Retail return,Retail return,Retail return,DAMAGED,1401,1401-07-10 00:00:00,7,1401,1401-7
11234,408153550,7AFA51E9,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010422,420000,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-22 00:00:00,4,1401,1401-4
11235,408192701,73B6EBE0,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010614,2000000,0,140106,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-06-14 00:00:00,6,1401,1401-6
11236,408315266,DCF24846,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010519,3420000,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-19 00:00:00,5,1401,1401-5
11237,408321828,2000142808642,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010513,13504587,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-13 00:00:00,5,1401,1401-5
11238,408703718,638E9732,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010422,4009175,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-22 00:00:00,4,1401,1401-4
11239,409204749,A62C9177,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010422,1350000,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-22 00:00:00,4,1401,1401-4
11240,409594794,7FE89B38,Commercial - Retail return - Retail return - Retail return - DAMAGED,Open Box,14010710,5805000,0,140107,Commercial,Retail return,Retail return,Retail return,DAMAGED,1401,1401-07-10 00:00:00,7,1401,1401-7
11241,410087153,AC738947,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010529,2290000,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-29 00:00:00,5,1401,1401-5
11242,410577751,C8A8685F,Commercial - Retail return - Retail return - Retail return - DAMAGED,Open Box,14010710,7800000,0,140107,Commercial,Retail return,Retail return,Retail return,DAMAGED,1401,1401-07-10 00:00:00,7,1401,1401-7
11243,411786119,707B245D,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010530,253000,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-30 00:00:00,5,1401,1401-5
11244,411810088,A07C6E43,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010518,237000,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-18 00:00:00,5,1401,1401-5
11245,411830606,64140AFB,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010422,237000,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-22 00:00:00,4,1401,1401-4
11246,411858566,38C2F959,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010502,8400000,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-02 00:00:00,5,1401,1401-5
11247,411861943,822CCA24,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010509,4800000,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-09 00:00:00,5,1401,1401-5
11248,412371008,3BB7322A,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010523,6106422,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-23 00:00:00,5,1401,1401-5
11249,412371062,2CAB6778,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010430,6106422,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-30 00:00:00,4,1401,1401-4
11250,412371088,2D96BD6C,Commercial - Retail return - Retail return - Retail return - DAMAGED,Open Box,14010706,6106422,0,140107,Commercial,Retail return,Retail return,Retail return,DAMAGED,1401,1401-07-06 00:00:00,7,1401,1401-7
11251,412374123,DC8601E2,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010421,6106422,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-21 00:00:00,4,1401,1401-4
11252,412378273,3494CD1C,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010421,5247706,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-21 00:00:00,4,1401,1401-4
11253,412378297,1297FA33,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010427,5247706,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-27 00:00:00,4,1401,1401-4
11254,412554344,FC7C26C5,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010421,4036700,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-21 00:00:00,4,1401,1401-4
11255,412554352,D000931E,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010421,4036700,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-21 00:00:00,4,1401,1401-4
11256,412805201,13E3D4B4,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010613,1690000,0,140106,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-06-13 00:00:00,6,1401,1401-6
11257,412817317,CEEDFC7B,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010614,3200000,0,140106,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-06-14 00:00:00,6,1401,1401-6
11258,412931344,784B6FC7,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010605,22293578,0,140106,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-06-05 00:00:00,6,1401,1401-6
11259,412978114,2000194802791,Commercial - Retail return - Retail return - Retail return - DAMAGED,Open Box,14010729,11314799,0,140107,Commercial,Retail return,Retail return,Retail return,DAMAGED,1401,1401-07-29 00:00:00,7,1401,1401-7
11260,413093176,C83D4F70,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010502,1363909,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-02 00:00:00,5,1401,1401-5
11261,413155367,198B84AA,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010421,3269986,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-21 00:00:00,4,1401,1401-4
11262,413251177,DA3796AF,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010504,15920000,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-04 00:00:00,5,1401,1401-5
11263,414283523,F57C0696,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010421,1294037,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-21 00:00:00,4,1401,1401-4
11264,414396808,5D3F4755,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010429,2361468,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-29 00:00:00,4,1401,1401-4
11265,414752814,A79C5928,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010511,4220182,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-11 00:00:00,5,1401,1401-5
11266,414752863,33810405,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010511,4220182,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-11 00:00:00,5,1401,1401-5
11267,414792023,A084358F,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010422,21600559,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-22 00:00:00,4,1401,1401-4
11268,415000987,81EB1A37,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010509,2911055,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-09 00:00:00,5,1401,1401-5
11269,415001581,C73BC991,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010509,2911055,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-09 00:00:00,5,1401,1401-5
11270,415002324,E196AF4D,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010613,2911055,0,140106,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-06-13 00:00:00,6,1401,1401-6
11271,415002390,4FB825ED,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010627,2911055,0,140106,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-06-27 00:00:00,6,1401,1401-6
11272,415002429,11224D08,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010620,2911055,0,140106,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-06-20 00:00:00,6,1401,1401-6
11273,415345829,582E1E39,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010509,47706423,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-09 00:00:00,5,1401,1401-5
11274,415494611,M9N0CV068779363,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010502,108256880,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-02 00:00:00,5,1401,1401-5
11275,415634509,D2F03AEB,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010422,3390000,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-22 00:00:00,4,1401,1401-4
11276,415733228,F0FDC2B6,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010428,22568000,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-28 00:00:00,4,1401,1401-4
11277,415844199,3613332,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010421,836513,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-21 00:00:00,4,1401,1401-4
11278,416018264,5960242E,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010512,1820000,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-12 00:00:00,5,1401,1401-5
11279,416129000,860160058146094,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010422,96330275,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-22 00:00:00,4,1401,1401-4
